4880476	2855368	1
6803775	5763049	2
2808345	2648649	2
3269039	2036036	2
104961	35226	1
9773540	4690539	2
5276618	1835663	1
2723480	2197218	2
3000926	2237664	2
1499240	398665	2
8592875	6140500	2
1394357	1053576	2
4830493	2048550	1
4152642	2382805	1
2667562	2455778	2
4451171	472397	1
7043561	4706862	2
471680	202228	1
3143849	756362	1
7715342	3366848	1
1420285	288652	1
8793837	4229113	1
5723459	2428328	1
1497222	813546	1
1785416	374257	1
9837059	4801525	1
3020167	2053169	2
4301841	2625108	2
7446486	753801	1
3361261	1886123	1
7768497	1565326	1
198288	116776	2
5287515	3599392	2
657843	16739	1
4943827	2931296	2
1577826	955368	2
4250866	1552954	1
977398	280570	1
8006400	1725160	1
3254054	1767875	1
3364030	894350	1
756335	285207	1
9695655	8967954	2
6022597	5222072	2
9033972	5835915	2
2589981	2182336	2
3392759	590707	2
8641720	7487095	2
5336463	3711062	1
814654	242705	1
8580680	4469704	1
8440566	1641091	1
5281722	5044889	2
8051879	2700055	1
881029	778672	2
8506088	491062	1
4029286	549487	1
8624250	1064135	1
9106578	4209913	1
699562	237200	1
9679497	5314024	1
2866210	2225004	2
7027236	961043	1
6921999	3747355	2
9236976	1830039	1
9415130	4353056	2
39511	26784	2
5464756	2968115	1
4677632	1596718	1
3639282	3148986	2
9783810	9096679	2
350203	51484	1
2518718	2296611	2
4548907	2663895	1
3165132	2777728	2
7473529	6576540	2
6650792	3450269	1
7207586	5272747	2
1420765	1368853	2
5455095	1439185	2
6591017	1185780	1
6204030	1628193	1
2022616	1919662	2
4078837	3683482	2
8419968	7234412	2
5724660	1800590	1
4630088	4075922	2
9686804	2152411	1
4629514	1842324	1
5038905	2307902	1
243858	22640	1
4964907	4129757	1
2180038	499431	1
2290349	1319609	1
1563921	524061	1
3289960	578748	1
8523536	1435843	1
5246649	2106836	1
2411751	1963584	2
6814727	4256964	1
756541	620104	2
6280320	4605065	2
2064364	1889120	2
3747965	916932	1
9813295	9409061	2
7122709	5950979	2
5309074	3051288	1
5817625	726553	1
4869547	215156	1
8108922	3647237	1
4057241	3020897	2
7205885	3476986	1
4934892	4678541	2
2484073	2174336	2
7760476	2783384	1
5262660	2687937	1
3057724	377971	1
2406334	550350	1
5152687	3922596	1
4390584	1681507	1
1461635	55011	1
2721063	419648	1
8633228	3211205	1
2565215	1550837	2
2960278	1641468	1
4812350	2443454	1
1929838	1069956	1
2997814	1473261	1
7799194	1245526	1
329962	170638	1
871088	528634	2
5613498	4672657	2
1204435	705432	1
7437839	4698216	2
5718374	1282965	1
2506769	1028749	1
5298280	3305167	2
4791969	250615	1
433717	334690	1
2702181	1978152	2
3571668	1640114	1
4715957	848198	2
7604404	2850664	1
4128393	1223909	1
2683997	1557953	1
6639250	5157338	2
2357513	2310754	2
4791982	1573355	1
1475484	1033878	2
5719947	4156040	1
8786756	3796524	1
5126677	2257304	1
5880437	584324	1
2255298	338772	1
2583863	2074084	2
343116	240734	2
5705552	2194396	1
6288641	973101	1
8491763	4289428	2
6442599	2703072	1
6018551	3992392	2
5766431	4590646	2
488571	314540	2
150594	10999	1
5487964	1617048	1
3453297	2769992	2
2066500	177948	2
8727248	1063580	1
5118974	2548466	1
9120656	5685494	2
1178456	430878	1
5667340	859349	1
6498837	3773909	1
3079501	2509439	2
4234785	3828071	2
2500092	1379815	1
4513089	1963808	1
3704880	3703137	2
6808333	2224977	1
2593259	680603	2
883624	513910	2
725844	546967	2
935350	362204	1
3892946	1417554	1
2278593	1084045	1
4083363	353248	1
3794137	3036842	2
4215344	431142	1
4933655	3397266	2
2384883	2102174	2
7498223	438825	1
2117393	153718	2
9291437	3335197	1
2608651	440109	1
5978479	5018932	2
7133111	1120357	1
6312392	165840	1
2054149	716857	1
3451343	1996829	2
4497107	650604	1
6359360	5704099	2
8114169	5550173	2
5317902	3706296	2
1534967	818624	1
7444158	4675251	2
8635074	3650002	1
4580817	1215712	1
7352648	540118	1
3572746	544258	1
7795734	2591470	1
3743527	1858539	1
1710179	206082	1
3335164	813957	1
9329483	6755296	2
7435191	3712450	1
9688207	7101016	2
3294147	2984349	2
4068857	2487188	2
9550567	1084361	1
7558395	2340646	1
981260	300125	1
9046696	3293122	1
2516681	566602	1
2224561	1918624	2
9219793	6341428	2
8504553	7387675	2
7747915	2714781	1
336392	254027	2
6184877	2648680	1
3035082	1999048	2
9819949	7859335	2
5175049	3708017	2
2879267	176987	1
2954046	2316457	2
257079	94926	1
5464813	2648898	1
9034789	1808289	1
5032906	697985	1
854181	279203	1
5984638	747970	2
1111324	1028777	2
6881465	2398331	1
2531153	2308453	2
2096435	647254	1
3064241	520512	1
1838822	625820	1
7252606	1956545	1
327725	216639	2
8539000	3144780	1
4217738	1388368	1
1449379	1091298	2
8609501	4594288	1
5364707	3498738	2
908137	142704	1
7871937	272730	1
7550238	5984959	2
4422611	1488709	1
9493743	2177463	1
301255	181137	2
532641	297448	1
7216037	606661	1
2353187	21105	1
8113687	3363141	1
7675049	6669988	2
2166331	1720745	2
3198569	681376	1
7783	633	1
9288568	5759260	2
6690156	776572	1
2176752	1761072	2
5551840	4320204	1
729493	597263	2
3815805	586051	1
3914179	333441	1
7739951	2097619	1
5885418	2371819	1
6933331	570283	1
5418935	2469944	1
7104296	6924335	2
7751187	4865069	1
7020785	4358881	2
1122300	1079552	2
3038589	853848	1
1484345	865314	1
6945880	899990	1
3088555	238675	1
2797401	303246	1
1929086	148573	1
7223813	395451	1
1915234	147095	1
5455089	2578795	1
3720033	2579760	2
9960288	4767529	1
1019516	376488	1
5209035	2389226	1
6997417	3388676	1
9009700	6594780	2
3917511	3471840	1
911382	232644	1
8826689	5625952	2
4812917	2202868	1
7902741	3075841	1
1814531	1799194	2
6745052	3176517	1
3810615	2624020	2
9074241	8470800	1
3808368	3179580	2
3005561	2306162	2
289348	202642	2
992625	644739	1
1857563	660593	1
5873092	5795133	2
122224	120730	2
4844920	2789268	1
3720455	2354850	2
1102760	329959	1
6877357	5236025	2
1459033	1107012	2
7060424	219383	2
7245688	3031593	1
5662213	2957265	2
7317134	2560824	1
1905177	1540895	1
4439953	3958148	2
8821806	1835131	1
2944946	2539420	2
6616889	4537590	2
1792908	1246233	2
5667982	2242997	1
8629435	4011621	1
8159258	5886886	2
6597213	1982224	1
1790383	1465635	2
7614476	1718079	1
2800466	106006	2
1981620	1319253	1
9873452	9552232	2
7474344	5347927	2
4881629	2539515	2
5283656	4725026	2
2942984	737535	1
3066845	1864448	2
8828086	2792053	1
3609151	1756925	1
9940289	6521408	2
3139923	2508496	2
4342706	4153417	2
7952884	2130981	1
3042318	2292635	1
8392055	6803595	1
684146	52613	1
2022284	1618469	2
4754706	3669667	2
1673878	1025946	2
6008584	2426556	1
7200506	6130612	2
2284668	2225181	2
3952226	2710201	2
935763	431679	1
7834931	3802858	1
7131107	3604864	2
1193329	802567	2
9659453	4169331	1
9345624	6694164	2
7307805	5147143	2
813290	284067	1
5877401	4268414	2
6926731	5552655	2
5956954	3535206	2
8574721	824077	1
28654	24110	2
4316442	1350004	1
2373480	746040	1
8094110	7130003	2
4136838	3361370	2
8466096	6958655	2
66438	56777	2
2884789	2502316	2
1098628	369129	1
4581860	1250710	1
210101	130949	2
3161516	296473	1
4335922	2328264	1
5758493	4485734	2
6937371	6741220	2
8473194	7286790	2
285860	99570	1
6550224	3622486	1
2150266	967981	2
1698131	110249	1
9108096	6563356	2
5665611	1322326	1
7466718	2399787	1
6724272	1466416	1
6291650	5005663	2
1707593	921415	1
6072717	3985668	2
372525	104586	1
4131096	12257	2
1259694	1084579	1
4236413	227141	1
3128152	1147540	2
5717528	1851338	1
7598058	3156915	2
4979088	3404928	2
2599411	1567123	2
742685	462557	2
2155147	398422	1
8659689	3731971	1
7027204	5248615	2
3469691	1629254	1
1085107	404358	1
1725765	1022795	2
9746992	8601399	2
1088150	1046137	2
8917549	6190712	2
4047034	134219	1
6773713	1757848	1
4449549	2543711	1
6243912	1052412	1
7319112	1907413	1
4024672	886378	1
3781144	2025122	1
3637718	80977	1
160519	63078	1
2907420	373525	1
4823070	3602021	2
4221099	1417353	1
4387612	2155295	1
9923093	8135956	2
6962025	4455804	2
9183595	7772556	1
2305681	620841	1
9977786	9336789	2
6916922	635348	1
4413663	1211351	1
3143934	2086885	2
6019290	4079376	2
2986994	1731670	1
8883050	999606	1
462155	329264	2
5925505	2309317	1
3442463	3279076	2
5538346	4052768	2
7965473	4123651	1
6464480	5310308	2
8946170	3444417	1
5051121	3910543	2
8720495	5376161	2
9184058	1009530	1
4277590	3257866	2
5438639	3035502	1
9718869	214352	1
688174	110618	1
5003098	1876404	1
9598924	5284382	1
9272653	8992675	2
2048453	1517176	2
8224174	477565	1
6078562	305530	1
4577495	812901	1
7685940	3271589	1
695363	553198	2
9401635	3846958	1
8201615	4441659	1
9005113	5372836	2
8805448	676129	1
7028603	1895703	1
44731	1640	1
4011745	1485247	1
6839598	2691384	1
4594771	4452745	2
7480832	3140298	1
6524456	3948303	2
3765691	1411475	1
3498009	3264795	2
6619779	4645230	2
271759	251948	1
6112623	207315	1
837010	771932	2
9568482	9037970	2
3577965	2231268	2
8860674	8293086	1
8464305	4519805	1
7154716	2599179	1
271287	265553	2
6202709	1643500	1
9645048	6856640	2
6937598	3946045	1
1994939	843878	1
2143194	2015980	2
2892695	2091472	2
4471728	1194696	1
6402686	2499958	1
8904000	5685811	1
6996032	3240823	1
4991098	3349667	2
8550949	7273685	2
7722848	6126810	2
6428214	1084394	1
4835938	3689631	2
3410360	2199839	2
3111723	2724059	2
4912153	3587591	2
3199554	1611776	1
1273746	739866	1
2843001	1262791	1
4856665	991136	1
9436175	2859960	1
2268155	602990	1
2512809	1290440	1
8782964	2352673	1
5718800	3640133	2
151369	41419	1
7525224	517223	2
7068264	5043025	2
1654073	1487531	1
4481693	2697726	2
8817351	6632148	2
9991895	5709391	1
7443741	4807762	2
4925516	4505542	2
3560968	3059933	2
1240595	808529	1
9199216	6605947	2
2471796	2309160	2
9699159	8357035	2
1687728	693408	2
9537020	6421179	2
6746177	819501	1
1940586	748522	1
764070	532099	2
6896729	223405	1
8661565	1208949	1
207651	106045	1
3832349	912788	1
8886613	5694939	2
9093478	6000480	2
787847	137790	1
2070453	2045049	2
276495	251423	2
7857392	7248921	2
5399965	1008566	1
7631525	6558851	2
9028247	4868736	1
4851245	4403235	2
5203060	2123999	1
3870140	2335858	2
7465010	3087509	1
3727529	3175266	2
796757	323827	1
2234819	1310446	1
7295725	5946571	2
4158791	3950786	1
7595089	4770884	2
2864908	574026	1
2124649	719411	1
6992024	5651204	2
8332099	2218179	1
4115016	2509714	2
1816286	1689847	2
6401567	1592614	1
1790777	1166306	2
7655126	6512010	2
8504706	3267658	1
3345397	2338991	2
643875	18304	1
9908241	670463	1
3828346	2108471	2
1339769	1014202	2
9330598	2097183	1
7978497	2301050	1
5899414	2012540	1
3674304	2846749	2
721737	31776	1
4057041	1730453	1
3633134	119505	1
636811	101301	2
9209741	3543415	1
4295613	3223538	2
1623086	925105	1
2444211	2085753	2
9209028	3614538	1
9103109	6312630	2
1092490	787280	1
1244191	1050318	2
2447231	1175576	1
863048	199591	1
5784187	742701	1
5575667	2807244	1
2712862	1014135	1
5635780	5341925	2
1910600	932468	1
1087460	260785	1
2288459	2179016	2
6970228	3244127	1
6353402	3059228	1
2044953	1843236	2
9751701	3436330	1
9586150	8586988	2
8058644	4311190	1
3611157	2212412	2
58858	11922	1
7568352	6520275	2
2573184	2090503	2
1170933	854235	2
8772851	5223094	2
4222985	1458774	1
8511689	2589576	1
1167473	941047	2
2784117	297788	1
7413424	3793197	1
6232102	1330269	1
2295187	188949	1
3730295	1333035	1
1288268	1074360	2
5385046	1760971	1
2337140	2135229	2
1411588	636429	1
1807337	893243	1
6242561	3527058	1
4175702	2894063	2
5959596	4212657	2
7529327	3512943	1
3227030	1116437	1
4381089	4328463	2
4467323	3996287	2
273799	245139	2
4222819	2430550	1
212001	170076	2
5865463	1795181	1
8990279	4478733	1
4007764	2298452	1
9817579	3314429	1
9855670	1687003	1
7771233	5678530	2
8720229	1962802	1
1650614	1091383	2
5564767	5434591	1
3059136	1572913	1
687797	522589	2
753323	676119	2
9099066	8250399	2
2131956	421046	2
7221923	1739147	2
3846227	1152642	1
6888919	1947995	1
2489045	923343	1
4376682	805347	1
8454768	3910587	1
9525964	4658225	1
2975461	1428999	1
1675820	1225550	2
9207179	5069421	1
7450398	1591533	1
2172720	101110	1
2260282	785768	1
6599	3188	1
1361632	620620	1
4758387	697402	1
6476449	17456	1
8315317	4576647	1
499777	439202	2
3886676	1276300	1
1191033	1037401	2
2180556	554332	1
5399556	5142441	2
3922141	2860792	2
4109609	3525933	2
9894805	6725784	2
777152	589376	1
7082958	2461901	1
1597629	1023644	2
5356904	3278898	1
1780803	600910	1
7876947	7230247	2
6567270	4001392	2
5495773	1279016	1
1734672	1557940	2
1397246	1044208	2
9057008	5096878	1
9333001	5144737	2
596494	365688	2
6600267	4601281	2
9803570	7770165	2
1109073	987405	2
9802911	4403358	1
5478443	4572080	1
9785420	262815	1
6011309	2927235	1
1211797	669687	1
7246506	5864911	1
3837417	2031200	1
5975989	4290275	2
2778531	212820	1
2381548	2354044	2
9242200	4280243	2
435124	342686	2
8907123	4647595	1
2554056	1673426	2
3929503	3453904	2
4876438	66113	1
8957733	7773073	2
1604918	1385349	2
3491243	352118	1
9329261	9080303	2
9400014	4788275	1
50635	24462	1
1857611	79994	1
6493972	4137597	2
6841957	5448807	2
9280753	7174294	2
6983850	5839255	2
1162829	678395	1
9226112	3789060	1
1140476	48125	1
5640875	215080	1
8113261	1668362	1
1770218	1614204	2
5773675	54858	1
2454443	2247034	2
4841587	2270950	1
7611837	4394079	1
8801903	6569847	2
708012	302479	1
1815976	1783721	2
4500507	4117611	2
7424451	1379125	1
7143096	152234	1
731252	215766	1
6910643	2059590	1
7406703	547980	1
1583775	308289	1
556144	511815	2
172668	130119	2
5972336	4849481	2
6177769	5960232	1
2747981	22451	1
4071313	2993500	1
2344340	310980	1
6790030	6142804	2
8112931	601735	1
1008956	264688	1
8796811	2686991	1
1325435	660640	1
4463594	1736128	1
2503424	1033306	1
169358	49977	1
2552727	1300284	1
8332560	2726957	1
3489051	1299964	1
7696249	3600336	1
5940420	3649664	1
4278263	2531133	2
7456977	1497734	1
7153518	1565700	1
1984337	252400	2
6265311	864324	1
7865759	5200966	2
8167095	1782261	1
5445382	3297735	2
8895307	4404989	2
8622998	8344769	1
9131963	1805991	1
3628677	32608	1
6709393	4283978	2
1160459	894290	2
4319099	1036016	1
7354416	3333536	1
8280553	4968974	2
8975291	309630	1
4500571	1923086	1
957386	212305	1
698256	388719	1
2862733	868336	1
8535604	5523975	2
7658067	4937469	2
8009017	5067194	2
7948047	952701	1
5695530	3990638	2
2362027	740475	2
1350855	32202	1
1620166	1389432	2
9080375	4372339	1
5236882	2767360	1
98642	58081	2
3821636	3679165	2
5685999	3290111	1
6261012	3381763	1
8662805	6651392	2
9076591	7211706	2
3654869	600609	2
8859116	514844	1
2415858	1226471	2
8399601	472489	1
1695110	1123468	2
8076572	4251295	1
7178116	6768346	2
5999049	3146922	1
3747042	3006415	2
6143207	2541893	1
3742315	3078626	2
5528166	3824882	2
9003936	789882	1
1009293	45889	1
8370765	7191984	2
6661452	5030950	2
2969659	1212629	1
6551829	475787	1
6711735	1735019	1
1526898	999736	2
8337331	628646	1
5121244	4664343	2
5866534	3507495	1
4870933	4152777	2
6458556	3825266	2
1207185	597532	1
4219180	3379528	2
3671226	887393	1
1580995	1318887	1
1178040	219589	1
6133509	211725	1
6311073	3542177	2
5084492	912621	1
4192968	837043	1
4568054	4126483	2
4562606	1566836	1
2369167	1348230	1
5195108	1644941	1
2653214	1198448	2
1367228	264705	2
5742336	4416580	2
9880833	48477	1
9915066	9066913	2
5649663	4323273	2
6039945	3121568	1
2262982	524825	1
7752938	6986898	2
4584612	3849053	2
3303886	500041	1
2648957	1263648	1
5008867	585516	1
2538508	796456	1
7700740	532848	1
2257027	644114	1
5781165	1912847	2
5027234	862279	1
532688	258177	1
7444710	482124	1
6647173	6083521	1
4468632	260136	1
9913537	5605125	2
2004529	431944	2
853883	555161	2
2348953	1676311	2
3570654	2548322	2
8293180	5236845	2
2981629	726439	1
4538620	4385189	2
805973	395615	1
1303523	598691	1
7602593	331949	1
5971328	2257431	1
4828256	1700404	1
6361200	1311742	1
5004350	1015820	1
8508943	8357437	2
5596515	652113	2
6465931	2727553	1
1556771	1316468	2
1998921	750782	1
3454003	2637996	2
3621025	3451600	2
9691666	3024531	1
5197863	3245348	2
9240960	3338536	1
9741286	2619101	1
